OTU,domain,dconf,phylum,pconf,class,cconf,order,oconf,family,fconf,genus,gconf
Otu751,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Oscillibacter,0.9600
Otu752,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,0.9900,Bacteroidales,0.9900,Muribaculaceae,0.9400,Paramuribaculum,0.8000
Otu753,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Odoribacteraceae,0.9900,Odoribacter,0.9900
Otu754,Bacteria,1.0000,Proteobacteria,1.0000,Deltaproteobacteria,1.0000,Desulfovibrionales,1.0000,Desulfovibrionaceae,1.0000,Bilophila,0.9900
Otu755,Bacteria,1.0000,Firmicutes,1.0000,Negativicutes,1.0000,Selenomonadales,1.0000,Selenomonadaceae,1.0000,Mitsuokella,1.0000
Otu756,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9800,Ruminococcus,0.4400
Otu757,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9700,Clostridiales,0.9700,Ruminococcaceae,0.3900,Peptococcus,0.2300
Otu758,Bacteria,1.0000,Firmicutes,0.9700,Clostridia,0.7400,Clostridiales,0.7100,Eubacteriaceae,0.3500,Alkalibacter,0.2900
Otu759,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Massiliimalia,1.0000
Otu760,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Cuneatibacter,0.2700
Otu761,Bacteria,1.0000,Synergistetes,1.0000,Synergistia,1.0000,Synergistales,1.0000,Synergistaceae,1.0000,Cloacibacillus,1.0000
Otu762,Bacteria,1.0000,Firmicutes,0.8400,Clostridia,0.8300,Clostridiales,0.6700,Ruminococcaceae,0.3500,Moorella,0.1200
Otu763,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9800,Clostridiales,0.9800,Lachnospiraceae,0.4900,Anaerotignum,0.3400
Otu764,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Clostridiales_Incertae_Sedis_XIII,0.9000,Ihubacter,0.8900
Otu765,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Porphyromonadaceae,1.0000,Parabacteroides,1.0000
